room,startDate,endDate,guest,totalPrice,status,customer_email,specialRequests
Presidential Suite,2025-09-12,2025-09-23,1,1303.98,canceled,user_1838@example.com,None
Deluxe Suite,2025-04-21,2025-04-26,1,426.77,confirmed,user_2656@example.com,None
Presidential Suite,2025-03-12,2025-03-13,4,1208.71,confirmed,user_3878@example.com,None
Deluxe Suite,2025-04-16,2025-04-25,1,578.41,canceled,user_9307@example.com,Late checkout
Deluxe Suite,2025-11-20,2025-11-27,2,568.08,confirmed,user_1251@example.com,None
Executive King,2025-02-18,2025-03-03,1,898.52,confirmed,user_8825@example.com,None
Executive King,2025-11-26,2025-12-03,2,729.23,confirmed,user_3922@example.com,None
Executive King,2025-06-01,2025-06-03,2,982.26,confirmed,user_368@example.com,None
Presidential Suite,2025-06-15,2025-06-27,3,1140.11,confirmed,user_887@example.com,Early check-in
Presidential Suite,2025-06-24,2025-06-26,4,1176.34,confirmed,user_6927@example.com,Early check-in
Executive King,2025-03-19,2025-03-29,1,970.42,confirmed,user_4268@example.com,None
Presidential Suite,2025-01-03,2025-01-14,1,1160.09,confirmed,user_7575@example.com,None
Presidential Suite,2025-09-24,2025-10-05,3,1121.31,canceled,user_9891@example.com,None
Deluxe Suite,2025-07-12,2025-07-14,2,807.98,confirmed,user_6782@example.com,Late checkout
Deluxe Suite,2025-05-19,2025-05-31,2,723.07,confirmed,user_7514@example.com,None
Presidential Suite,2025-08-09,2025-08-22,4,1024.02,confirmed,user_5069@example.com,Early check-in
Executive King,2025-09-24,2025-09-27,2,503.75,canceled,user_6439@example.com,Early check-in
Executive King,2025-05-30,2025-06-01,2,560.32,confirmed,user_6370@example.com,None
Presidential Suite,2025-12-16,2025-12-22,3,958.34,confirmed,user_4117@example.com,Late checkout
Deluxe Suite,2025-05-24,2025-05-26,2,811.11,confirmed,user_3691@example.com,None
Deluxe Suite,2025-09-12,2025-09-17,2,629.89,confirmed,user_9596@example.com,Late checkout
Executive King,2025-08-13,2025-08-24,1,821.51,confirmed,user_836@example.com,Early check-in
Executive King,2025-05-07,2025-05-10,2,777.48,confirmed,user_431@example.com,None
Deluxe Suite,2025-12-21,2026-01-03,2,487.02,confirmed,user_5122@example.com,Early check-in
Deluxe Suite,2025-02-21,2025-02-24,1,743.09,confirmed,user_4359@example.com,None
Executive King,2025-09-07,2025-09-19,2,915.02,confirmed,user_8094@example.com,Late checkout
Presidential Suite,2025-07-25,2025-08-07,4,1007.76,confirmed,user_6850@example.com,Late checkout
Presidential Suite,2025-06-24,2025-06-29,2,1124.29,confirmed,user_2586@example.com,None
Executive King,2025-06-29,2025-07-03,2,1086.62,confirmed,user_9203@example.com,Early check-in
Executive King,2025-02-12,2025-02-13,2,873.46,confirmed,user_5294@example.com,Early check-in
Executive King,2025-11-22,2025-12-01,2,699.48,confirmed,user_8127@example.com,None
Executive King,2025-06-14,2025-06-23,2,908.63,confirmed,user_3388@example.com,None
Deluxe Suite,2025-05-28,2025-06-10,1,797.36,confirmed,user_1035@example.com,None
Deluxe Suite,2025-11-09,2025-11-21,1,760.03,confirmed,user_4051@example.com,None
Deluxe Suite,2025-07-21,2025-07-24,1,646.19,confirmed,user_1964@example.com,None
Presidential Suite,2025-03-20,2025-03-22,2,1141.11,canceled,user_6481@example.com,None
Deluxe Suite,2025-06-20,2025-07-01,1,680.1,canceled,user_8264@example.com,Late checkout
Executive King,2025-12-17,2025-12-28,2,797.62,confirmed,user_1821@example.com,None
Deluxe Suite,2025-04-24,2025-04-28,1,553.56,confirmed,user_603@example.com,Early check-in
Presidential Suite,2025-05-14,2025-05-16,2,1341.33,confirmed,user_4820@example.com,None
Deluxe Suite,2025-04-23,2025-05-03,2,784.23,canceled,user_596@example.com,None
Presidential Suite,2025-06-21,2025-06-25,2,909.54,confirmed,user_8232@example.com,Late checkout
Executive King,2025-02-18,2025-02-23,2,782.42,confirmed,user_2962@example.com,None
Executive King,2025-01-24,2025-01-31,2,1050.98,confirmed,user_4662@example.com,Late checkout
Deluxe Suite,2025-04-04,2025-04-09,1,803.54,confirmed,user_8591@example.com,Early check-in
Deluxe Suite,2025-08-14,2025-08-16,1,829.21,canceled,user_5473@example.com,None
Deluxe Suite,2025-02-17,2025-03-02,2,492.33,confirmed,user_3060@example.com,Late checkout
Executive King,2025-03-28,2025-03-30,1,879.11,confirmed,user_8006@example.com,None
Deluxe Suite,2025-09-12,2025-09-24,1,461.87,confirmed,user_3438@example.com,None
Presidential Suite,2025-05-16,2025-05-28,4,1541.9,confirmed,user_1278@example.com,None
Deluxe Suite,2025-05-24,2025-06-03,1,578.63,confirmed,user_5314@example.com,None
Deluxe Suite,2025-06-05,2025-06-18,1,406.13,confirmed,user_5547@example.com,None
Deluxe Suite,2025-03-23,2025-04-05,1,806.59,confirmed,user_4126@example.com,None
Presidential Suite,2025-01-25,2025-02-04,3,1325.57,confirmed,user_6254@example.com,None
Executive King,2025-12-28,2026-01-04,1,879.47,confirmed,user_397@example.com,None
Presidential Suite,2025-10-25,2025-10-28,2,1011.9,confirmed,user_5809@example.com,None
Executive King,2025-01-19,2025-01-24,2,1155.36,canceled,user_8302@example.com,None
Deluxe Suite,2025-03-04,2025-03-05,2,723.2,confirmed,user_8050@example.com,None
Executive King,2025-07-16,2025-07-17,1,940.12,confirmed,user_9690@example.com,None
Deluxe Suite,2025-07-05,2025-07-08,2,466.18,confirmed,user_3069@example.com,None
Executive King,2025-05-14,2025-05-23,2,899.88,confirmed,user_3654@example.com,Early check-in
Executive King,2025-05-15,2025-05-24,2,810.87,confirmed,user_3377@example.com,None
Executive King,2025-08-08,2025-08-11,2,1091.02,confirmed,user_5526@example.com,None
Deluxe Suite,2025-06-03,2025-06-10,1,661.96,confirmed,user_4402@example.com,None
Executive King,2025-11-29,2025-12-06,2,415.47,confirmed,user_8893@example.com,None
Presidential Suite,2025-07-30,2025-08-10,2,1174.06,confirmed,user_5466@example.com,None
Executive King,2025-12-14,2025-12-26,2,591.23,confirmed,user_2268@example.com,None
Executive King,2025-03-13,2025-03-22,2,1059.26,canceled,user_4625@example.com,None
Deluxe Suite,2025-01-31,2025-02-04,1,445.74,confirmed,user_5429@example.com,None
Executive King,2025-06-13,2025-06-22,2,821.74,confirmed,user_7215@example.com,None
Deluxe Suite,2025-12-09,2025-12-16,1,230.29,confirmed,user_5161@example.com,None
Deluxe Suite,2025-06-14,2025-06-19,2,472.95,confirmed,user_3360@example.com,None
Presidential Suite,2025-01-20,2025-02-01,3,1031.98,confirmed,user_7@example.com,None
Deluxe Suite,2025-05-21,2025-06-02,1,640.66,confirmed,user_2974@example.com,None
Presidential Suite,2025-12-18,2025-12-22,2,1044.95,confirmed,user_4290@example.com,None
Deluxe Suite,2025-11-06,2025-11-10,1,656.88,confirmed,user_3444@example.com,None
Deluxe Suite,2025-12-25,2026-01-06,2,735.04,confirmed,user_9620@example.com,None
Presidential Suite,2025-08-10,2025-08-13,4,1195.57,confirmed,user_3890@example.com,Early check-in
Executive King,2025-06-12,2025-06-24,1,970.93,confirmed,user_7406@example.com,None
Presidential Suite,2025-08-17,2025-08-18,1,1276.24,canceled,user_8191@example.com,None
Presidential Suite,2025-04-17,2025-04-24,2,1066.76,confirmed,user_2754@example.com,None
Presidential Suite,2025-05-21,2025-05-31,3,1164.69,confirmed,user_4664@example.com,Early check-in
Executive King,2025-04-23,2025-05-04,1,792.22,confirmed,user_2603@example.com,Late checkout
Executive King,2025-07-14,2025-07-18,2,825.13,confirmed,user_2662@example.com,Late checkout
Presidential Suite,2025-06-09,2025-06-19,2,1094.11,confirmed,user_5352@example.com,None
Deluxe Suite,2025-09-22,2025-10-01,1,544.59,confirmed,user_4747@example.com,None
Executive King,2025-06-28,2025-07-07,2,775.21,confirmed,user_3961@example.com,None
Presidential Suite,2025-03-14,2025-03-15,2,1263.02,confirmed,user_2674@example.com,Early check-in
Deluxe Suite,2025-01-10,2025-01-15,2,849.83,confirmed,user_8242@example.com,None
Deluxe Suite,2025-11-04,2025-11-09,2,567.65,confirmed,user_6447@example.com,None
Deluxe Suite,2025-04-05,2025-04-18,2,665.14,confirmed,user_8232@example.com,None
Deluxe Suite,2025-05-20,2025-05-30,2,574.01,confirmed,user_8805@example.com,Early check-in
Presidential Suite,2025-12-12,2025-12-16,3,1238.06,confirmed,user_1287@example.com,None
Deluxe Suite,2025-02-13,2025-02-16,2,791.18,confirmed,user_325@example.com,None
Presidential Suite,2025-03-02,2025-03-11,2,1377.5,confirmed,user_9256@example.com,None
Executive King,2025-03-12,2025-03-20,2,972.96,confirmed,user_2214@example.com,Early check-in
Executive King,2025-10-28,2025-11-09,2,853.92,confirmed,user_8145@example.com,Early check-in
Executive King,2025-06-01,2025-06-12,1,959.99,confirmed,user_2077@example.com,Early check-in
Deluxe Suite,2025-12-09,2025-12-17,1,654.45,confirmed,user_4381@example.com,Late checkout
Executive King,2025-08-05,2025-08-06,2,904.43,confirmed,user_3216@example.com,Late checkout
Executive King,2025-03-20,2025-03-29,2,667.08,canceled,user_2419@example.com,Late checkout
Executive King,2025-02-10,2025-02-14,2,708.36,confirmed,user_1983@example.com,Early check-in
Deluxe Suite,2025-09-25,2025-10-02,1,484.58,confirmed,user_6448@example.com,None
Presidential Suite,2025-05-05,2025-05-16,2,951.83,confirmed,user_4579@example.com,None
Executive King,2025-10-08,2025-10-12,2,624.86,confirmed,user_3426@example.com,Early check-in
Presidential Suite,2025-05-20,2025-05-31,4,1288.53,confirmed,user_5943@example.com,None
Executive King,2025-01-21,2025-01-22,2,710.75,confirmed,user_7261@example.com,None
Presidential Suite,2025-02-24,2025-03-07,2,1067.78,confirmed,user_8774@example.com,None
Deluxe Suite,2025-06-17,2025-06-27,2,603.48,canceled,user_1355@example.com,None
Executive King,2025-05-03,2025-05-16,1,438.82,confirmed,user_5236@example.com,None
Deluxe Suite,2025-12-29,2025-12-30,1,676.99,confirmed,user_614@example.com,Late checkout
Executive King,2025-08-22,2025-09-03,1,983.37,confirmed,user_9306@example.com,Early check-in
Executive King,2025-10-26,2025-11-05,1,674.24,confirmed,user_501@example.com,None
Presidential Suite,2025-04-20,2025-05-03,2,1078.64,canceled,user_1864@example.com,Early check-in
Deluxe Suite,2025-10-18,2025-10-28,1,770.22,confirmed,user_3693@example.com,None
Executive King,2025-04-26,2025-04-28,1,946.37,confirmed,user_5898@example.com,None
Executive King,2025-05-13,2025-05-24,1,921.32,confirmed,user_1071@example.com,None
Deluxe Suite,2025-08-14,2025-08-23,1,595.68,confirmed,user_5053@example.com,None
Executive King,2025-10-25,2025-11-07,1,929.42,confirmed,user_5432@example.com,None
Executive King,2025-08-31,2025-09-10,2,802.88,canceled,user_6303@example.com,None
Executive King,2025-05-23,2025-05-30,1,725.1,confirmed,user_389@example.com,None
Deluxe Suite,2025-08-11,2025-08-13,2,662.13,confirmed,user_3735@example.com,None
Presidential Suite,2025-10-28,2025-11-05,4,1046.19,confirmed,user_6723@example.com,None
Presidential Suite,2025-12-17,2025-12-24,2,1139.87,confirmed,user_3608@example.com,None
Presidential Suite,2025-09-29,2025-10-09,1,1346.45,confirmed,user_2456@example.com,None
Executive King,2025-06-24,2025-06-25,2,695.12,confirmed,user_644@example.com,None
Executive King,2025-12-21,2025-12-23,1,787.72,confirmed,user_860@example.com,Early check-in
Deluxe Suite,2025-02-21,2025-03-06,1,525.12,confirmed,user_7924@example.com,None
Presidential Suite,2025-12-06,2025-12-16,4,998.63,confirmed,user_7738@example.com,None
Executive King,2025-06-19,2025-07-02,1,943.12,confirmed,user_9408@example.com,Late checkout
Presidential Suite,2025-01-25,2025-01-28,2,1087.81,confirmed,user_9401@example.com,Late checkout
Presidential Suite,2025-12-31,2026-01-03,2,1271.13,canceled,user_3649@example.com,None
Deluxe Suite,2025-05-04,2025-05-16,2,339.52,confirmed,user_9753@example.com,None
Executive King,2025-06-23,2025-06-27,2,868.37,confirmed,user_9689@example.com,None
Presidential Suite,2025-01-03,2025-01-06,2,1398.25,confirmed,user_1656@example.com,None
Deluxe Suite,2025-03-10,2025-03-20,2,696.79,confirmed,user_5343@example.com,None
Presidential Suite,2025-06-01,2025-06-06,3,1183.63,confirmed,user_1418@example.com,Late checkout
Presidential Suite,2025-08-23,2025-08-25,1,1315.86,confirmed,user_6764@example.com,Early check-in
Deluxe Suite,2025-05-30,2025-06-12,1,769.05,confirmed,user_9765@example.com,Early check-in
Deluxe Suite,2025-10-15,2025-10-28,1,475.55,confirmed,user_5818@example.com,Late checkout
Executive King,2025-07-31,2025-08-13,2,538.03,confirmed,user_4493@example.com,Early check-in
Presidential Suite,2025-08-15,2025-08-18,1,1049.7,confirmed,user_8221@example.com,None
Presidential Suite,2025-12-11,2025-12-16,2,1094.99,confirmed,user_8050@example.com,None
Deluxe Suite,2025-01-19,2025-01-20,1,646.16,confirmed,user_3167@example.com,None
Deluxe Suite,2025-05-08,2025-05-11,2,915.09,confirmed,user_5007@example.com,None
Deluxe Suite,2025-05-20,2025-05-25,2,717.5,confirmed,user_3912@example.com,None
Executive King,2025-01-23,2025-01-30,1,696.24,confirmed,user_2229@example.com,None
Presidential Suite,2025-12-25,2026-01-04,3,1242.47,confirmed,user_6795@example.com,None
Deluxe Suite,2025-06-22,2025-06-23,2,529.34,confirmed,user_4762@example.com,None
Presidential Suite,2025-11-27,2025-12-08,3,1099.07,confirmed,user_96@example.com,None
Executive King,2025-08-19,2025-08-20,2,758.97,confirmed,user_4668@example.com,None
Presidential Suite,2025-09-23,2025-10-05,4,1206.55,confirmed,user_2674@example.com,None
Executive King,2025-12-14,2025-12-26,1,907.15,confirmed,user_1568@example.com,None
Presidential Suite,2025-02-16,2025-02-27,4,1054.16,confirmed,user_6595@example.com,None
Executive King,2025-06-02,2025-06-11,2,863.98,confirmed,user_5884@example.com,Early check-in
Deluxe Suite,2025-11-19,2025-11-26,1,562.16,confirmed,user_7540@example.com,None
Executive King,2025-09-01,2025-09-06,1,1016.87,confirmed,user_4782@example.com,None
Executive King,2025-02-22,2025-02-25,1,658.37,canceled,user_7014@example.com,None
Deluxe Suite,2025-12-17,2025-12-30,1,643.03,confirmed,user_2795@example.com,None
Executive King,2025-06-25,2025-07-06,1,702.09,confirmed,user_7877@example.com,None
Deluxe Suite,2025-04-14,2025-04-27,1,489.86,confirmed,user_3748@example.com,Late checkout
Deluxe Suite,2025-01-19,2025-01-29,1,648.67,confirmed,user_6875@example.com,None
Deluxe Suite,2025-07-05,2025-07-09,2,498.22,canceled,user_4869@example.com,None
Presidential Suite,2025-06-25,2025-07-03,2,1225.25,confirmed,user_354@example.com,None
Executive King,2025-08-26,2025-09-06,2,558.85,confirmed,user_7484@example.com,Early check-in
Presidential Suite,2025-12-13,2025-12-17,1,1248.97,canceled,user_4936@example.com,Late checkout
Presidential Suite,2025-11-14,2025-11-17,2,1458.42,confirmed,user_9912@example.com,None
Executive King,2025-01-31,2025-02-10,2,912.14,confirmed,user_6928@example.com,None
Deluxe Suite,2025-03-13,2025-03-18,2,748.32,confirmed,user_8791@example.com,Early check-in
Deluxe Suite,2025-07-03,2025-07-15,2,663.62,confirmed,user_2263@example.com,Early check-in
Executive King,2025-04-07,2025-04-13,1,807.55,confirmed,user_9304@example.com,None
Executive King,2025-03-03,2025-03-06,1,1231.64,confirmed,user_978@example.com,None
Deluxe Suite,2025-04-24,2025-04-26,1,880.0,confirmed,user_8614@example.com,Late checkout
Presidential Suite,2025-03-11,2025-03-13,2,1116.71,confirmed,user_5726@example.com,Late checkout
Deluxe Suite,2025-04-28,2025-05-08,2,535.47,confirmed,user_7076@example.com,Early check-in
Presidential Suite,2025-11-28,2025-12-02,4,1062.81,confirmed,user_343@example.com,None
Deluxe Suite,2025-12-15,2025-12-23,1,821.35,confirmed,user_4603@example.com,Early check-in
Presidential Suite,2025-01-23,2025-02-03,3,1327.88,confirmed,user_435@example.com,None
Deluxe Suite,2025-03-28,2025-03-29,1,507.71,confirmed,user_9579@example.com,None
Presidential Suite,2025-10-03,2025-10-14,4,998.91,confirmed,user_4018@example.com,None
Presidential Suite,2025-08-20,2025-08-21,1,1057.83,confirmed,user_212@example.com,None
Deluxe Suite,2025-12-29,2025-12-30,1,513.87,confirmed,user_5691@example.com,Early check-in
Presidential Suite,2025-11-17,2025-11-28,1,1305.53,confirmed,user_1236@example.com,None
Presidential Suite,2025-08-18,2025-08-24,1,1359.79,confirmed,user_5930@example.com,None
Deluxe Suite,2025-09-21,2025-09-24,2,581.47,confirmed,user_1758@example.com,Early check-in
Presidential Suite,2025-12-02,2025-12-05,1,1600.69,confirmed,user_5710@example.com,None
Deluxe Suite,2025-06-22,2025-06-29,2,487.22,confirmed,user_7021@example.com,None
Presidential Suite,2025-02-24,2025-03-03,1,1402.75,confirmed,user_9651@example.com,None
Deluxe Suite,2025-06-26,2025-07-09,1,486.31,canceled,user_4609@example.com,None
Executive King,2025-09-12,2025-09-21,2,781.9,confirmed,user_4424@example.com,None
Presidential Suite,2025-03-03,2025-03-14,1,1426.64,canceled,user_1172@example.com,None
Executive King,2025-09-26,2025-09-28,1,815.23,confirmed,user_3661@example.com,None
Executive King,2025-05-19,2025-05-26,2,740.71,confirmed,user_74@example.com,None
Executive King,2025-05-02,2025-05-13,1,614.51,canceled,user_9939@example.com,None
Deluxe Suite,2025-11-01,2025-11-07,1,626.36,canceled,user_8812@example.com,None
Deluxe Suite,2025-01-24,2025-01-25,1,653.25,confirmed,user_2053@example.com,None
Deluxe Suite,2025-08-02,2025-08-04,2,611.43,confirmed,user_325@example.com,None
Presidential Suite,2025-09-30,2025-10-07,3,1281.33,confirmed,user_2318@example.com,None
Deluxe Suite,2025-02-21,2025-03-04,1,410.76,confirmed,user_589@example.com,None
Deluxe Suite,2025-04-21,2025-05-04,1,594.29,confirmed,user_7301@example.com,Late checkout
Deluxe Suite,2025-09-06,2025-09-15,2,565.57,confirmed,user_8835@example.com,Early check-in
Deluxe Suite,2025-06-11,2025-06-20,1,771.35,confirmed,user_9422@example.com,Early check-in
Presidential Suite,2025-09-30,2025-10-10,4,940.81,confirmed,user_5005@example.com,Early check-in
Presidential Suite,2025-04-21,2025-04-22,2,1043.63,confirmed,user_4446@example.com,None
Deluxe Suite,2025-02-16,2025-02-21,2,765.94,canceled,user_1329@example.com,None
Executive King,2025-03-20,2025-03-29,2,725.01,confirmed,user_6970@example.com,Early check-in
Executive King,2025-11-13,2025-11-21,1,948.3,confirmed,user_3987@example.com,None
Presidential Suite,2025-09-15,2025-09-19,2,1171.51,confirmed,user_7950@example.com,None
